"X","BC07_tumor","BC07","BC08_tumor","BC08","BC09_tumor","BC09","BC10_tumor","BC10","GENENAME"
"Selenos",725,757,1478,1156,706,620,745,568,"selenoprotein S"
"Chsy1",1221,1449,2095,1764,1435,1778,1500,1887,"chondroitin sulfate synthase 1"
"Lrrk1",2038,1775,2761,2120,1943,1974,2015,2989,"leucine-rich repeat kinase 1"
"Aldh1a3",665,280,530,225,114,8,42,16,"aldehyde dehydrogenase family 1, subfamily A3"
"Asb7",380,411,357,398,541,434,339,319,"ankyrin repeat and SOCS box-containing 7"
"Lins1",289,318,242,322,480,261,271,343,"lines homolog 1"
"Cers3",9,4,10,8,15,12,6,10,"ceramide synthase 3"
"Adamts17",101,92,8,37,24,4,0,1,"ADAM metallopeptidase with thrombospondin type 1 motif 17"
"Lysmd4",173,123,138,232,157,91,142,100,"LysM, putative peptidoglycan-binding, domain containing 4"
"Mef2a",1552,1521,1692,1161,1859,2873,819,1313,"myocyte enhancer factor 2A"
"Lrrc28",137,197,190,185,227,236,175,183,"leucine rich repeat containing 28"
"Ttc23",277,255,214,563,646,402,276,279,"tetratricopeptide repeat domain 23"
"Synm",238,444,62,218,118,36,24,34,"synemin, intermediate filament protein"
"Igf1r",3063,4352,1742,1168,1776,1605,1192,1815,"insulin-like growth factor I receptor"
"Pgpep1l",16,13,10,1,20,2,10,10,"pyroglutamyl-peptidase I-like"
"Fam169b",69,40,17,8,43,3,19,10,"family with sequence similarity 169, member B"
"Arrdc4",209,208,508,217,657,123,295,140,"arrestin domain containing 4"
"Nr2f2",893,1001,1694,1692,963,971,1370,2511,"nuclear receptor subfamily 2, group F, member 2"
"Gm44812",0,6,0,0,0,0,0,4,"predicted gene 44812"
"Mctp2",14,7,19,11,8,15,5,3,"multiple C2 domains, transmembrane 2"
"Rgma",1669,1570,346,577,525,252,345,301,"repulsive guidance molecule family member A"
"Chd2",626,692,670,939,1222,800,647,972,"chromodomain helicase DNA binding protein 2"
"Fam174b",42,8,161,5,299,6,22,4,"family with sequence similarity 174, member B"
"St8sia2",112,44,24,4,4,0,1,3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2"
"Slco3a1",121,115,985,120,61,5,465,344,"solute carrier organic anion transporter family, member 3a1"
"Sv2b",0,1,13,0,2,0,4,0,"synaptic vesicle glycoprotein 2b"
"Akap13",1250,1460,1753,1286,863,882,1037,925,"A kinase anchor protein 13"
"Klhl25",417,424,364,457,403,352,407,322,"kelch-like 25"
"Agbl1",0,0,0,0,0,0,0,0,"ATP/GTP binding protein-like 1"
"Ntrk3",0,1,48,110,5,0,1,0,"neurotrophic tyrosine kinase, receptor, type 3"
"Mrpl46",540,522,367,388,442,559,328,279,"mitochondrial ribosomal protein L46"
"Mrps11",560,529,437,544,421,694,391,371,"mitochondrial ribosomal protein S11"
"Det1",378,392,295,387,495,434,274,255,"DET1 partner of COP1 E3 ubiquitin ligase"
"Aen",1135,1035,1528,648,876,1269,781,977,"apoptosis enhancing nuclease"
"Isg20",353,139,100,135,127,86,116,100,"interferon-stimulated protein"
"Acan",541,310,9,29,105,10,3,0,"aggrecan"
"Hapln3",1101,870,12,0,28,15,9,5,"hyaluronan and proteoglycan link protein 3"
"Mfge8",3576,3005,7904,1727,4101,4808,4890,3511,"milk fat globule EGF and factor V/VIII domain containing"
"Abhd2",1747,1548,2459,1116,2050,2397,2071,1503,"abhydrolase domain containing 2"
"Rlbp1",5,4,0,1,15,2,0,0,"retinaldehyde binding protein 1"
"Fanci",429,678,307,743,512,551,290,345,"Fanconi anemia, complementation group I"
"Polg",1394,1443,1626,1697,2018,2422,1108,1332,"polymerase (DNA directed), gamma"
"Rhcg",0,6,0,0,0,0,0,0,"Rhesus blood group-associated C glycoprotein"
"Ticrr",776,959,489,913,647,776,490,664,"TOPBP1-interacting checkpoint and replication regulator"
"Kif7",420,444,262,459,405,324,227,238,"kinesin family member 7"
"Plin1",58,12,0,0,0,0,0,0,"perilipin 1"
"Pex11a",237,216,99,175,194,141,101,78,"peroxisomal biogenesis factor 11 alpha"
"Wdr93",16,6,1,18,8,2,1,5,"WD repeat domain 93"
"Mesp1",3,1,0,3,2,1,1,0,"mesoderm posterior 1"
"Mesp2",2,4,0,2,1,0,1,0,"mesoderm posterior 2"
"Anpep",2387,1138,1083,4303,258,94,320,540,"alanyl aminopeptidase, membrane"
"Ap3s2",1193,1326,742,1080,1204,1339,735,711,"adaptor-related protein complex 3, sigma 2 subunit"
"Arpin",296,333,499,565,459,438,431,458,"actin-related protein 2/3 complex inhibitor"
"Zfp710",781,811,484,387,416,345,319,307,"zinc finger protein 710"
"Idh2",3829,3966,2043,5181,4264,1842,3044,2483,"isocitrate dehydrogenase 2 (NADP+), mitochondrial"
"Sema4b",391,401,543,265,605,586,430,350,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B"
"Cib1",351,364,490,370,320,514,318,226,"calcium and integrin binding 1"
"Gdpgp1",91,118,109,129,83,178,75,98,"GDP-D-glucose phosphorylase 1"
"Ttll13",3,5,2,3,6,1,7,1,"tubulin tyrosine ligase-like family, member 13"
"Ngrn",369,347,250,379,715,349,290,215,"neugrin, neurite outgrowth associated"
"Vps33b",263,293,274,345,315,336,247,164,"vacuolar protein sorting 33B"
"Prc1",2417,3285,3149,3046,2813,4378,2567,2804,"protein regulator of cytokinesis 1"
"Rccd1",290,221,161,267,262,180,130,164,"RCC1 domain containing 1"
"Unc45a",1006,932,2009,1140,1197,1611,1249,1083,"unc-45 myosin chaperone A"
"Hddc3",86,71,85,121,98,30,54,25,"HD domain containing 3"
"Man2a2",1425,1913,1540,2027,2624,827,2119,1675,"mannosidase 2, alpha 2"
"Fes",42,15,159,14,41,31,56,76,"feline sarcoma oncogene"
"Furin",2923,3340,5289,2430,2553,2426,2948,2594,"furin, paired basic amino acid cleaving enzyme"
"Blm",816,1003,550,794,868,990,516,627,"Bloom syndrome, RecQ like helicase"
"Ndufab1-ps",15,26,11,11,14,19,10,18,"NADH:ubiquinone oxidoreductase subunit AB1b"
"Crtc3",433,544,848,982,1172,727,614,538,"CREB regulated transcription coactivator 3"
"Iqgap1",3690,4120,11777,5108,9555,17542,8006,6674,"IQ motif containing GTPase activating protein 1"
"Zscan2",95,57,48,121,136,63,76,63,"zinc finger and SCAN domain containing 2"
"Wdr73",527,544,296,415,639,591,323,314,"WD repeat domain 73"
"Nmb",15,13,23,22,16,15,13,13,"neuromedin B"
"Sec11a",1354,1176,1378,1278,1718,1312,1043,768,"SEC11 homolog A, signal peptidase complex subunit"
"Zfp592",758,829,776,835,835,965,649,638,"zinc finger protein 592"
"Alpk3",4,14,7,0,5,0,3,0,"alpha-kinase 3"
"Slc28a1",2,8,1,2,3,0,0,0,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 1"
"Ndufs6b",5,20,1,3,3,10,5,5,"NADH:ubiquinone oxidoreductase subunit S6B"
"Pde8a",365,307,443,295,170,31,189,176,"phosphodiesterase 8A"
"Rps17",9113,9870,7106,10984,12299,10558,6717,7418,"ribosomal protein S17"
"Cpeb1",15,5,327,17,87,13,81,27,"cytoplasmic polyadenylation element binding protein 1"
"Ap3b2",0,1,2,0,0,0,1,2,"adaptor-related protein complex 3, beta 2 subunit"
"BC048679",0,0,0,0,0,0,0,0,"cDNA sequence BC048679"
"Fsd2",0,0,0,0,1,1,0,0,"fibronectin type III and SPRY domain containing 2"
"Whamm",266,218,267,143,259,272,221,183,"WAS protein homolog associated with actin, golgi membranes and microtubules"
"Homer2",404,317,38,55,65,84,22,7,"homer scaffolding protein 2"
"Ramac",1042,1216,779,893,1075,975,600,717,"RNA guanine-7 methyltransferase activating subunit"
"3110040N11Rik",232,220,172,271,206,237,134,153,"RIKEN cDNA 3110040N11 gene"
"Btbd1",1223,1537,1466,1629,1758,1474,1185,964,"BTB domain containing 1"
"Tm6sf1",10,4,12,11,10,5,9,5,"transmembrane 6 superfamily member 1"
"Hdgfl3",110,72,550,1026,663,365,589,780,"HDGF like 3"
"Bnc1",6,4,33,8,15,64,14,72,"basonuclin zinc finger protein 1"
"Sh3gl3",38,14,137,50,36,7,97,34,"SH3-domain GRB2-like 3"
"Adamtsl3",20,37,185,564,22,14,21,33,"ADAMTS-like 3"
"Saxo2",18,13,3,11,37,11,13,7,"stabilizer of axonemal microtubules 2"
"Efl1",488,508,468,447,616,709,373,387,"elongation factor like GTPase 1"
"Mex3b",115,155,292,233,320,226,348,200,"mex3 RNA binding family member B"
"A530021J07Rik",0,0,0,0,0,0,0,0,"Riken cDNA A530021J07 gene"
"Tmc3",2,3,1,0,6,5,0,0,"transmembrane channel-like gene family 3"
"Stard5",410,292,370,238,1105,277,236,98,"StAR related lipid transfer domain containing 5"
"Il16",87,13,108,26,535,314,23,11,"interleukin 16"
"Cfap161",2,2,3,2,11,7,5,6,"cilia and flagella associated protein 161"
"Tlnrd1",1016,890,1661,612,2192,2176,959,698,"talin rod domain containing 1"
"Mesd",1398,1503,2282,1771,2099,1948,1384,1133,"mesoderm development LRP chaperone"
"Cemip",176,59,5395,441,134,11,1107,109,"cell migration inducing protein, hyaluronan binding"
"Abhd17c",818,1098,909,1074,1202,1858,807,1218,"abhydrolase domain containing 17C"
"Arnt2",9,14,259,164,85,28,131,98,"aryl hydrocarbon receptor nuclear translocator 2"
"Ctxnd1",12,40,425,453,43,27,404,745,"cortexin domain containing 1"
"Fah",274,176,361,246,409,85,435,159,"fumarylacetoacetate hydrolase"
"Zfand6",658,622,805,1057,1415,819,830,533,"zinc finger, AN1-type domain 6"
"Gm6155",2,3,0,3,1,7,2,3,"predicted pseudogene 6155"
"Or5ae2",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily AE member 2"
"Or5ae1",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily AE member 1"
"Vmn2r65",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 65"
"Vmn2r66",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 66"
"Vmn2r67",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 67"
"Vmn2r68",0,2,0,0,0,0,0,0,"vomeronasal 2, receptor 68"
"Vmn2r69",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 69"
"Vmn2r70",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 70"
"Vmn2r71",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 71"
"Vmn2r72",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 72"
"Vmn2r73",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 73"
"Vmn2r74",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 74"
"Vmn2r75",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 75"
"Vmn2r76",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 76"
"Or14c46",0,0,0,0,0,0,0,0,"olfactory receptor family 14 subfamily C member 46"
"Or13g1",0,0,0,0,0,0,0,0,"olfactory receptor family 13 subfamily G member 1"
"Or6f1",0,0,0,0,0,0,0,0,"olfactory receptor family 6 subfamily F member 1"
"Or14a260",0,0,0,0,0,0,0,0,"olfactory receptor family 14 subfamily A member 260"
"Or14a259",0,0,0,0,0,0,0,0,"olfactory receptor family 14 subfamily A member 259"
"Or14a258",0,0,0,0,0,0,0,0,"olfactory receptor family 14 subfamily A member 258"
"Or6aa1",0,0,0,0,0,0,0,0,"olfactory receptor family 6 subfamily AA member 1"
"Or14c44",0,0,0,0,0,0,0,0,"olfactory receptor family 14 subfamily C member 44"
"Or14c43",0,0,0,0,0,0,0,0,"olfactory receptor family 14 subfamily C member 43"
"Or14a257",0,0,0,0,0,0,0,0,"olfactory receptor family 14 subfamily A member 257"
"Or14c45",0,0,0,0,0,0,0,0,"olfactory receptor family 14 subfamily C member 45"
"Or14c41",0,0,0,0,0,0,0,0,"olfactory receptor family 14 subfamily C member 41"
"Or14a256",0,0,0,0,0,0,0,0,"olfactory receptor family 14 subfamily A member 256"
"Or14c40",0,0,0,0,0,0,0,0,"olfactory receptor family 14 subfamily C member 40"
"Or14c39",0,0,0,0,0,0,0,0,"olfactory receptor family 14 subfamily C member 39"
"Folh1",0,1,4,0,3,0,0,0,"folate hydrolase 1"
"Vmn2r77",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 77"
"Vmn2r78",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 78"
"Vmn2r79",0,0,0,0,0,0,0,0,"vomeronasal 2, receptor 79"
"Nox4",16,3,323,47,72,13,155,87,"NADPH oxidase 4"
"Tyr",0,0,0,0,72,2,0,0,"tyrosinase"
"Grm5",0,0,0,0,0,0,0,0,"glutamate receptor, metabotropic 5"
"Ctsc",586,169,673,268,467,278,811,264,"cathepsin C"
"Rab38",6,2,27,11,189,5,26,0,"RAB38, member RAS oncogene family"
"Tmem135",408,454,459,372,594,425,362,258,"transmembrane protein 135"
"Fzd4",30,35,587,233,188,72,169,59,"frizzled class receptor 4"
"Prss23",288,154,14855,1322,4541,2920,1464,786,"serine protease 23"
"Me3",8,19,128,87,308,64,22,8,"malic enzyme 3, NADP(+)-dependent, mitochondrial"
"Ccdc81",21,7,53,3,11,9,1,4,"coiled-coil domain containing 81"
"Hikeshi",676,576,610,604,836,701,519,400,"heat shock protein nuclear import factor"
"Eed",1047,1185,837,853,1019,1505,681,929,"embryonic ectoderm development"
"Picalm",3301,3562,8339,4116,5364,4957,4833,3534,"phosphatidylinositol binding clathrin assembly protein"
"Ccdc83",0,0,0,0,0,0,0,0,"coiled-coil domain containing 83"
"Sytl2",48,18,207,43,109,12,128,52,"synaptotagmin-like 2"
"Ccdc89",3,12,11,10,4,5,10,5,"coiled-coil domain containing 89"
"Crebzf",1601,1409,1263,1399,1468,1422,992,1223,"CREB/ATF bZIP transcription factor"
"Tmem126a",459,487,516,398,901,742,507,521,"transmembrane protein 126A"
"Tmem126b",105,100,117,149,148,105,86,88,"transmembrane protein 126B"
"Dlg2",4,1,9,1,13,0,30,5,"discs large MAGUK scaffold protein 2"
"Ccdc90b",264,213,245,345,267,289,209,108,"coiled-coil domain containing 90B"
"Ankrd42",41,26,64,126,58,28,53,62,"ankyrin repeat domain 42"
"Pcf11",506,722,585,726,720,772,415,703,"PCF11 cleavage and polyadenylation factor subunit"
"Rab30",188,176,206,231,279,125,298,125,"RAB30, member RAS oncogene family"
"Ddias",277,322,504,294,289,393,343,294,"DNA damage-induced apoptosis suppressor"
"Prcp",658,816,994,649,628,575,872,525,"prolylcarboxypeptidase (angiotensinase C)"
"Fam181b",44,52,45,2,14,10,11,16,"family with sequence similarity 181, member B"
"Gm15501",1112,1206,681,1313,1366,1372,1024,1326,"predicted pseudogene 15501"
"Gm5899",0,0,0,0,0,0,0,0,"predicted pseudogene 5899"
"Tenm4",140,187,30,56,202,31,83,24,"teneurin transmembrane protein 4"
"Nars2",355,456,262,315,481,450,218,261,"asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)"
"Gab2",81,57,604,39,378,104,294,123,"growth factor receptor bound protein 2-associated protein 2"
"Usp35",110,83,166,143,170,38,121,73,"ubiquitin specific peptidase 35"
"Kctd21",80,64,95,64,92,72,47,22,"potassium channel tetramerisation domain containing 21"
"Alg8",439,534,356,636,413,459,291,279,"ALG8 alpha-1,3-glucosyltransferase"
"Ndufc2",1705,1399,979,1424,1912,1219,842,696,"NADH:ubiquinone oxidoreductase subunit C2"
"Thrsp",1353,474,0,3,7,0,1,1,"thyroid hormone responsive"
"Kctd14",277,89,2,8,11,0,4,0,"potassium channel tetramerisation domain containing 14"
"Ints4",1933,1504,772,1190,1044,1313,668,714,"integrator complex subunit 4"
"Aamdc",168,161,65,166,91,87,61,52,"adipogenesis associated Mth938 domain containing"
"Rsf1",1372,1512,716,1180,1193,1043,765,794,"remodeling and spacing factor 1"
"Clns1a",2472,2828,1336,1989,2884,2892,1612,1578,"chloride channel, nucleotide-sensitive, 1A"
"Aqp11",21,18,1,7,9,5,5,10,"aquaporin 11"
"Pak1",704,603,325,316,246,132,461,331,"p21 (RAC1) activated kinase 1"
"Gdpd4",2,0,0,0,0,0,0,0,"glycerophosphodiester phosphodiesterase domain containing 4"
"Myo7a",200,218,491,231,170,5,524,265,"myosin VIIA"
"Capn5",213,191,186,202,167,52,101,41,"calpain 5"
"Omp",124,49,9,15,4,2,4,4,"olfactory marker protein"
"B3gnt6",3,0,0,1,0,0,0,0,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6"
"Acer3",279,417,563,196,352,476,267,262,"alkaline ceramidase 3"
"Tsku",315,388,1054,356,314,213,639,248,"tsukushi, small leucine rich proteoglycan"
"Gucy2d",0,0,0,0,0,0,0,0,"guanylate cyclase 2d"
"Lrrc32",371,35,16318,371,2450,81,3589,321,"leucine rich repeat containing 32"
"Emsy",1103,1368,1248,1386,1291,1321,1000,1051,"EMSY, BRCA2-interacting transcriptional repressor"
"Thap12",2015,2364,3087,2216,3574,3622,2060,1571,"THAP domain containing 12"
"Wnt11",345,77,95,7,52,11,19,13,"wingless-type MMTV integration site family, member 11"
"Uvrag",923,948,987,634,1035,1174,840,833,"UV radiation resistance associated gene"
"Dgat2",354,366,243,321,410,531,301,216,"diacylglycerol O-acyltransferase 2"
"Mogat2",2,2,83,13,28,3,15,3,"monoacylglycerol O-acyltransferase 2"
"Map6",142,163,2052,351,343,652,469,447,"microtubule-associated protein 6"
"Serpinh1",24308,24614,40402,26035,32749,10808,33262,16251,"serine (or cysteine) peptidase inhibitor, clade H, member 1"
"Gdpd5",253,241,402,44,542,440,295,51,"glycerophosphodiester phosphodiesterase domain containing 5"
"Klhl35",19,3,3,2,3,6,12,0,"kelch-like 35"
"Rps3",22252,21385,15841,24715,33019,26689,18436,16148,"ribosomal protein S3"
"Arrb1",434,824,544,239,701,362,204,278,"arrestin, beta 1"
"Tpbgl",1,0,47,2,1,1,2,0,"trophoblast glycoprotein-like"
"Slco2b1",10,2,4,0,1,0,0,0,"solute carrier organic anion transporter family, member 2b1"
"Or2at4",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AT member 4"
"Or2at1",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AT member 1"
"Neu3",38,18,78,24,41,30,18,15,"neuraminidase 3"
"Spcs2",2327,2644,2389,3590,3747,2553,2327,1617,"signal peptidase complex subunit 2 homolog (S. cerevisiae)"
"Xrra1",6,2,5,8,16,1,7,2,"X-ray radiation resistance associated 1"
"Rnf169",479,381,407,490,573,345,307,240,"ring finger protein 169"
"Chrdl2",5,2,43,6,10,3,6,0,"chordin-like 2"
"Pold3",702,787,507,735,760,726,422,566,"polymerase (DNA-directed), delta 3, accessory subunit"
"Lipt2",29,47,49,43,72,91,25,37,"lipoyl(octanoyl) transferase 2 (putative)"
"Kcne3",6,4,54,0,31,0,0,0,"potassium voltage-gated channel, Isk-related subfamily, gene 3"
"Pgm2l1",399,425,328,314,182,478,155,279,"phosphoglucomutase 2-like 1"
"P4ha3",29,28,1660,1602,260,121,247,401,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III"
"Ppme1",882,1149,2348,1289,1117,1387,1007,934,"protein phosphatase methylesterase 1"
"C2cd3",829,958,587,1183,845,808,523,582,"C2 calcium-dependent domain containing 3"
"Ucp3",0,0,0,0,0,0,0,0,"uncoupling protein 3 (mitochondrial, proton carrier)"
"Ucp2",3694,4135,1832,1277,8145,4762,1639,570,"uncoupling protein 2 (mitochondrial, proton carrier)"
"Dnajb13",7,5,2,0,9,16,5,2,"DnaJ heat shock protein family (Hsp40) member B13"
"Coa4",95,62,102,79,141,148,74,38,"cytochrome c oxidase assembly factor 4"
"Mrpl48",566,574,397,613,570,500,358,324,"mitochondrial ribosomal protein L48"
"Rab6a",1657,1661,2862,2042,2443,2367,2228,1805,"RAB6A, member RAS oncogene family"
"Plekhb1",16,8,17,86,330,10,0,2,"pleckstrin homology domain containing, family B (evectins) member 1"
"Fam168a",974,1127,1778,1736,1289,875,1340,965,"family with sequence similarity 168, member A"
"Relt",143,183,268,138,215,188,200,291,"RELT tumor necrosis factor receptor"
"Arhgef17",2310,2297,5352,3417,2590,2704,3721,2788,"Rho guanine nucleotide exchange factor 17"
"P2ry6",8,2,48,1,18,2,17,0,"pyrimidinergic receptor P2Y, G-protein coupled, 6"
"P2ry2",22,39,340,10,70,31,101,53,"purinergic receptor P2Y, G-protein coupled 2"
"Fchsd2",307,286,492,511,436,298,337,273,"FCH and double SH3 domains 2"
"Atg16l2",301,170,320,210,819,365,277,191,"autophagy related 16 like 2"
"Stard10",99,47,161,75,487,211,121,47,"StAR related lipid transfer domain containing 10"
"Arap1",1274,863,1213,455,2179,857,1950,555,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
"Pde2a",28,28,725,10,315,53,821,150,"phosphodiesterase 2A, cGMP-stimulated"
"Art2a",0,1,1,0,0,0,0,0,"ADP-ribosyltransferase 2a"
"Art2b",0,0,0,0,0,0,0,0,"ADP-ribosyltransferase 2b"
"Clpb",1398,1682,977,991,1749,1624,966,999,"ClpB caseinolytic peptidase B"
"Phox2a",1,0,5,0,5,1,1,0,"paired-like homeobox 2a"
"Inppl1",2914,2568,5896,4138,4310,3970,4402,4520,"inositol polyphosphate phosphatase-like 1"
"Folr2",7,2,5,3,6,4,8,8,"folate receptor beta"
"Folr1",6,7,101,1,25,0,14,12,"folate receptor alpha"
"Anapc15",550,547,522,493,387,546,424,577,"anaphase promoting complex C subunit 15"
"Tomt",4,2,3,3,2,2,0,8,"transmembrane O-methyltransferase"
"Lamtor1",1370,1410,1662,1332,1310,1706,1198,1229,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1"
"Lrrc51",118,92,37,88,85,41,49,27,"leucine rich repeat containing 51"
"Numa1",4521,5562,3148,5025,3261,3765,2788,3218,"nuclear mitotic apparatus protein 1"
"Il18bp",121,36,38,37,34,33,45,29,"interleukin 18 binding protein"
"Rnf121",255,234,344,362,335,283,259,202,"ring finger protein 121"
"Xntrpc",0,0,0,0,2,0,0,0,"Xndc1-transient receptor potential cation channel, subfamily C, member 2 readthrough"
"Xndc1",229,153,88,216,142,89,79,88,"Xrcc1 N-terminal domain containing 1"
"Trpc2",0,0,0,0,0,0,0,0,"transient receptor potential cation channel, subfamily C, member 2"
"Art5",0,2,0,1,7,4,2,0,"ADP-ribosyltransferase 5"
"Art1",4,0,3,4,1,0,0,0,"ADP-ribosyltransferase 1"
"Chrna10",0,0,0,0,0,0,0,0,"cholinergic receptor, nicotinic, alpha polypeptide 10"
"Nup98",2095,2713,2877,2416,2289,3727,1969,2333,"nucleoporin 98"
"Pgap2",736,694,376,645,638,414,396,463,"post-GPI attachment to proteins 2"
"Rhog",439,539,1060,726,690,665,621,518,"ras homolog family member G"
"Stim1",951,824,1465,747,910,815,557,452,"stromal interaction molecule 1"
"Rrm1",4666,6373,6628,6924,4229,7877,4898,6300,"ribonucleotide reductase M1"
"Or55b3",0,1,0,2,0,0,0,1,"olfactory receptor family 55 subfamily B member 3"
"Or55b4",0,0,0,0,0,0,0,0,"olfactory receptor family 55 subfamily B member 4"
"Or55b10",0,0,0,0,0,1,0,0,"olfactory receptor family 55 subfamily B member 10"
"Or52b4",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily B member 4"
"Or52b3",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily B member 3"
"Trim21",206,45,41,43,28,6,44,13,"tripartite motif-containing 21"
"Or51r1",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily R member 1"
"Or52p2",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily P member 2"
"Or52k2",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily K member 2"
"Or52m2",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily M member 2"
"Or52m1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily M member 1"
"Or51h1",0,1,0,0,0,0,0,0,"olfactory receptor family 51 subfamily H member 1"
"Or52i2",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily J member 2"
"Trim68",138,98,149,115,221,110,76,78,"tripartite motif-containing 68"
"Or51d1",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily D member 1"
"Or51e1",0,1,3,0,0,0,0,0,"olfactory receptor family 51 subfamily E member 1"
"Or51a39",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily A member 39"
"Or51a25",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily A member 25"
"Or51e2",0,0,44,2,33,0,31,0,"olfactory receptor family 51 subfamily E member 2"
"Or51f23b",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily F member 23B"
"Or51f5",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily F member 5"
"Or51f23",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily F member 23"
"Or51f1",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily F member 1"
"Or51f2",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily F member 2"
"Or52r1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily R member 1"
"Or51a8",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily A member 8"
"Or51s1",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily S member 1"
"Or51h5",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily H member 5"
"Or51t4",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily T member 4"
"Or51a6",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily A member 6"
"Or51a7",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily A member 7"
"Or51g2",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily G member 2"
"Or51g1",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily G member 1"
"Or52r1b",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily R member 1B"
"Or51f1d",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily F member 1D"
"Or52r1c",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily R member 1C"
"Or51f1e",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily F member 1E"
"Or51a5",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily A member 5"
"Or52e2",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily E member 2"
"Or52s1b",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily S member 1B"
"Or52j3",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily J member 3"
"Or52s1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily S member 1"
"Or52e3",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily E member 3"
"Usp17ld",0,0,0,0,0,11,0,1,"ubiquitin specific peptidase 17-like D"
"Or52e19",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily E member 19"
"Or52ab2",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily AB member 2"
"Or52ab7",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily AB member 7"
"Or52ab4",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily AB member 4"
"Or52ad1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily AD member 1"
"Or52s19",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily S member 19"
"Or52e19b",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily E member 19B"
"Usp17lc",0,0,0,0,0,4,0,1,"ubiquitin specific peptidase 17-like C"
"Or52s6",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily S member 6"
